Guid,CurrencyIsoCode,SBQQ__Active__c,SBQQ__Product__c,SBQQ__UnitCost__c
ffc6f9cb-49bc-4f34-88cf-93c6bdd45180,USD,true,4f3aa2b7-a274-4613-883a-029357166104,1.0
