Guid,Name,CurrencyIsoCode,SBQQ__EffectiveDate__c,SBQQ__LowerBound__c,SBQQ__PriceBook2__c,SBQQ__Price__c,SBQQ__Product__c,SBQQ__UpperBound__c,PriceFormat__c,OverageRate__c,MixedBlockTierOFPrice__c,ProductCode__c
7e9fa0bb-7c72-4eb9-81f2-33da8fb0fae1,Stakeholder User Fee Tier 6,USD,#N/A,1001.0,#N/A,7500.0,5366ad91-6892-4c85-a1a6-f9bb7833a3e6,5001.0,FlatFee,#N/A,#N/A,TPSU-BP-MM-CPQ
7fa17384-bee7-4eae-8494-35c48f384de8,Tier 3 Standard Tiered Legacy Stakeholder,USD,#N/A,2.0,#N/A,240.0,10f3f097-8c8c-43dd-9ec3-fcbbad623368,3.0,FlatFee,#N/A,#N/A,S2SL-BP-XX-CPQ
80de17bf-5322-40ba-a1c4-03b58fcc9821,Tier 5 Standard Tiered Legacy Stakeholder,USD,#N/A,4.0,#N/A,240.0,10f3f097-8c8c-43dd-9ec3-fcbbad623368,5.0,FlatFee,#N/A,#N/A,S2SL-BP-XX-CPQ
81d70b97-e82b-4298-accb-c29854367472,Professional Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,08aa77ce-86d4-456a-91e2-d31b45b1cb18,1.0,FlatFee,#N/A,#N/A,PRTSU-BP-MM-CPQ
81de585d-d297-4da4-9e32-22da854fccde,Standard Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,7500.0,fb3627ba-d135-48ed-a1dd-f7f7a28b099a,5001.0,FlatFee,#N/A,#N/A,SPSU-BP-MM-CPQ
828521a7-c320-4e22-8094-65d9bda03413,Team Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,44d351d3-39c0-4ff8-9682-377665d1d9d0,1001.0,FlatFee,#N/A,#N/A,S2T-BP-XX-CPQ
82dd73a5-f9bb-4531-b9a5-31daba5383ac,Stakeholder PD.Org Tier 2,USD,#N/A,1.0,#N/A,1800.0,f3f2385c-da26-478c-83df-75f4947d881d,51.0,FlatFee,#N/A,#N/A,S3PP-BP-XX-CPQ
83aaf7b5-16da-43ca-820f-c39bfb6256e0,Business Stakeholder Tier 3,USD,#N/A,51.0,#N/A,700.0,b202ea13-946e-4388-95a2-dc9a810e1687,251.0,FlatFee,#N/A,#N/A,BSTPS-BP-MM-CPQ
854a70e5-99b7-4f65-ab65-c69e885b1749,Professional Services Optimize With Advanced Integrations (XX-Large) Tier 5,USD,#N/A,1501.0,#N/A,110000.0,b932b875-715d-4f98-8e13-46b20d8d564c,2501.0,FlatFee,#N/A,#N/A,PSVOI-SE-SS-CPQ
8551ed72-77e2-40bb-a284-291eb389c681,Standard Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,3936d099-2d5f-4eb6-978d-83bb4647f93a,1.0,FlatFee,#N/A,#N/A,STPS-BP-MM-CPQ
860586bd-839f-48ca-bb85-221371e8e2e0,Work.com Stakeholder User Fee Tier 3,USD,#N/A,51.0,#N/A,700.0,8a31742c-ddc6-45cf-b433-1096f041d22d,251.0,FlatFee,#N/A,#N/A,WKSU-BP-MM-CPQ
8638f830-238b-46cd-80fa-ced9e6cfa2e8,Professional Services Optimize With ServiceNow (XXX-Large) Tier 6,USD,#N/A,2501.0,#N/A,135000.0,a7ca1efe-216a-4f06-a124-7c73191f523f,#N/A,FlatFee,#N/A,#N/A,PSVOS-SE-SS-CPQ
871b8dac-8adb-46ae-9d5b-6b35d299b40d,Professional Stakeholder Tier 2,USD,#N/A,1.0,#N/A,1800.0,a835eda1-54f2-4e50-98d1-18bb1e53ea42,51.0,FlatFee,#N/A,#N/A,STPX-BP-XX-CPQ
874c8344-4d0b-4230-9a20-5a4df21581d2,Business Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,7500.0,29827e59-b171-46de-96cb-a3baaf7a60dc,5001.0,FlatFee,#N/A,#N/A,TTPS-BP-MM-CPQ
8809bc5c-c55e-4ea5-9d9f-520c94fd7602,Professional Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,90000.0,a835eda1-54f2-4e50-98d1-18bb1e53ea42,#N/A,FlatFee,#N/A,#N/A,STPX-BP-XX-CPQ
887bbd5d-3b4d-4c88-a504-c15dd0c7718c,Stakeholder User Tier 5,USD,#N/A,501.0,#N/A,24000.0,7f1be504-05f3-4518-b7f8-c74b1c685c75,1001.0,FlatFee,#N/A,#N/A,S2BC-BP-XX-CPQ-FY21
89840704-8d55-4dfb-a545-e541469cfa33,Professional Services Optimize (Small) Tier 2,USD,#N/A,101.0,#N/A,25000.0,323dae2b-b5d9-4bb2-8bb6-00cacdafccac,251.0,FlatFee,#N/A,#N/A,PSVO-SE-SS-CPQ
8bf441ad-0edd-4b2e-a940-5977bf375773,Stakeholder PD.Org Tier 4,USD,#N/A,251.0,#N/A,9000.0,c473f9fe-1517-4a3c-8fe6-fbff97063407,501.0,FlatFee,#N/A,#N/A,S3PX-BP-XX-CPQ
8bfd562d-4a87-4d50-89e5-f99608fc3aee,Work.com Stakeholder User Fee Tier 2,USD,#N/A,1.0,#N/A,150.0,8a31742c-ddc6-45cf-b433-1096f041d22d,51.0,FlatFee,#N/A,#N/A,WKSU-BP-MM-CPQ
8c2b80a6-c67b-45f8-80fe-9f03a5b34a07,Business Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,90000.0,34942e64-b97d-4256-a75c-937954c0e0ef,5001.0,FlatFee,#N/A,#N/A,SHB-BP-XX-CPQ-FY21
8cc05fc7-5bdf-4917-a2bc-b112f71070c3,Stakeholder User Tier 6,USD,#N/A,1001.0,#N/A,90000.0,7f1be504-05f3-4518-b7f8-c74b1c685c75,5001.0,FlatFee,#N/A,#N/A,S2BC-BP-XX-CPQ-FY21
8cc0b638-ecc2-4baf-b224-1a3c1873ff05,Tier 2 PD.Org Tiered Legacy Stakeholder,USD,#N/A,1.0,#N/A,240.0,f8847893-6609-4f6b-982f-d07d6236000f,2.0,FlatFee,#N/A,#N/A,S3PPL-BP-XX-CPQ
8cfb0de0-54d7-427e-b0b0-99f9f05bf73e,Business Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,ec4f1c60-b390-4ff2-a52c-8c40ef19dd29,1.0,FlatFee,#N/A,#N/A,SHB-BP-XX-CPQ
8debb448-781a-4fea-a792-cad5f7696ddd,Standard Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,7500.0,3936d099-2d5f-4eb6-978d-83bb4647f93a,5001.0,FlatFee,#N/A,#N/A,STPS-BP-MM-CPQ
8e7f1b59-f6cb-45ce-bc6e-b343705ea373,Tier 4 Professional Tiered Legacy Stakeholder,USD,#N/A,3.0,#N/A,240.0,23c941bd-c319-4136-bd3f-a8b30f435c8b,4.0,FlatFee,#N/A,#N/A,STPPL-BP-XX-CPQ
8f151f21-a579-42f5-9e36-ffdfac61ec5e,Tier 6 Business Tiered Legacy Stakeholder,USD,#N/A,5.0,#N/A,240.0,1f032fda-b3e1-4f00-a687-fedbb2ad9180,#N/A,PerUnit,240.0,#N/A,S2BL-BP-XX-CPQ
8f831699-bfea-49d4-a84a-9530c3bc3d1e,Professional Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,f15edf92-92ab-4d31-9d58-8b2e27bdeb6e,1.0,FlatFee,#N/A,#N/A,STPRC-BP-XX-CPQ
8fa7aba0-590c-4df4-94ab-6fad0823217d,Tier 2 Team Tiered Legacy Stakeholder,USD,#N/A,1.0,#N/A,240.0,4356d58b-e565-432c-a9a8-37857c10d652,2.0,FlatFee,#N/A,#N/A,S2TL-BP-XX-CPQ
9033d0d7-e4ff-4917-b83b-c4a7b275750a,Standard Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,90000.0,65b66f27-653e-4e64-846e-5988a2720e82,#N/A,FlatFee,#N/A,#N/A,S2S-BP-XX-CPQ
909c2498-6ab4-463d-9162-6e6858c38427,Business Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,7500.0,b202ea13-946e-4388-95a2-dc9a810e1687,5001.0,FlatFee,#N/A,#N/A,BSTPS-BP-MM-CPQ
9246515c-895e-435a-b7b8-715e1b46855b,Professional Plus Stakeholder Tier 3,USD,#N/A,51.0,#N/A,8400.0,1ecd40d1-aa88-44d8-a8ff-a5c15ac97b7f,251.0,FlatFee,#N/A,#N/A,SHPP-BP-XX-CPQ
925c6c60-a17f-440a-963f-f8d7ac95ccbb,Stakeholder PD.Org Tier 5,USD,#N/A,501.0,#N/A,24000.0,5d3f59dc-4a4b-45db-86e6-f5fb568b9b4e,1001.0,FlatFee,#N/A,#N/A,S3PR-BP-XX-CPQ
92706241-86fd-4935-a0b9-eebfcc33591a,Business Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,ec4f1c60-b390-4ff2-a52c-8c40ef19dd29,1001.0,FlatFee,#N/A,#N/A,SHB-BP-XX-CPQ
92c7c3bd-8a43-40db-b0a1-3906468b905a,Team Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,ff2edd6b-8e7a-4a33-9b53-a4ec30838363,1001.0,FlatFee,#N/A,#N/A,S2TC-BP-XX-CPQ
92cb2aac-7a07-416b-9281-12060cdedf55,Professional Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,3f67ed44-a6d0-4f93-b964-4d6ee31b78c5,1.0,FlatFee,#N/A,#N/A,STPR-BP-XX-CPQ
93f9f9c7-a6aa-41a8-8922-dfd45dbc0156,Professional Stakeholder Tier 4,USD,#N/A,251.0,#N/A,15000.0,a835eda1-54f2-4e50-98d1-18bb1e53ea42,501.0,FlatFee,#N/A,#N/A,STPX-BP-XX-CPQ
94044cd0-824d-493d-997c-7fae19cf8bed,Standard Stakeholder Tier 2,USD,#N/A,1.0,#N/A,1800.0,63901c13-c9c3-4dfe-b90d-be70986a3bcd,51.0,FlatFee,#N/A,#N/A,SHS-BP-XX-CPQ
94103ad8-5831-414e-afd2-9f899f6fa6d7,Professional Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,c5766468-8553-4e45-b120-e92e0cc50e56,1001.0,FlatFee,#N/A,#N/A,STPP-BP-XX-CPQ
941c9142-3b2b-4bb0-8292-d59c51373611,Professional Stakeholder Tier 4,USD,#N/A,251.0,#N/A,1250.0,08aa77ce-86d4-456a-91e2-d31b45b1cb18,501.0,FlatFee,#N/A,#N/A,PRTSU-BP-MM-CPQ
949d8d08-6bfc-4d5b-8aa4-bed753600a72,Professional Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,90000.0,844d059a-e26c-4c2f-bcc7-e01470f66ee2,#N/A,FlatFee,#N/A,#N/A,SHP-BP-XX-CPQ
959b1ca8-b76a-4758-996b-714141a98ed8,Stakeholder PD.Org Tier 1,USD,#N/A,0.0,#N/A,0.0,5d3f59dc-4a4b-45db-86e6-f5fb568b9b4e,1.0,FlatFee,#N/A,#N/A,S3PR-BP-XX-CPQ
96a27740-e013-4bbb-aade-a6280b077004,Professional Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,a835eda1-54f2-4e50-98d1-18bb1e53ea42,1001.0,FlatFee,#N/A,#N/A,STPX-BP-XX-CPQ
97a8eb6a-80cc-419b-9230-db834dc6115a,Professional Services Migration (Large) Tier 4,USD,#N/A,1501.0,#N/A,90000.0,35287239-5c87-443a-bf25-3786d6903253,2501.0,FlatFee,#N/A,#N/A,PSVM-SE-SS-CPQ
97d8aeb4-840a-431f-a094-d7971844e64c,Professional Stakeholder Tier 3,USD,#N/A,51.0,#N/A,8400.0,f15edf92-92ab-4d31-9d58-8b2e27bdeb6e,251.0,FlatFee,#N/A,#N/A,STPRC-BP-XX-CPQ
98ef9839-f0ae-4e71-975e-d3c80e0727f6,Professional Plus Stakeholder User Fee Tier 1,USD,#N/A,0.0,#N/A,0.0,367002fc-3a65-4a35-99db-42e0347be3b0,1.0,FlatFee,#N/A,#N/A,PPSU-BP-MM-CPQ
9a85f1fd-6a4e-4a19-b6df-90efa1a276c6,Tier 2 PD.Org Tiered Legacy Stakeholder,USD,#N/A,1.0,#N/A,240.0,c4e9b6c7-e4b7-41ac-95d7-d2ad231d8090,2.0,FlatFee,#N/A,#N/A,S3TL-BP-XX-CPQ
9af4ea1f-aa08-46d2-90c4-c4fb7d1348e9,Stakeholder PD.Org Tier 3,USD,#N/A,51.0,#N/A,8400.0,7811e015-30ef-4817-8c52-89807b3adb3b,251.0,FlatFee,#N/A,#N/A,S3T-BP-XX-CPQ
9b28d45f-277d-4ede-aa52-b2a4b6b17b04,Professional Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,86ec9e71-9297-40d4-aadb-f4ebd4230c99,1.0,FlatFee,#N/A,#N/A,SHPX-BP-XX-CPQ
9b6e1b00-7659-47bb-8166-4422b71bce07,Business Stakeholder Tier 3,USD,#N/A,51.0,#N/A,8400.0,34942e64-b97d-4256-a75c-937954c0e0ef,251.0,FlatFee,#N/A,#N/A,SHB-BP-XX-CPQ-FY21
9b7ca099-3cb4-44d9-a215-a0a5c774501c,Tier 6 Professional Tiered Legacy Stakeholder,USD,#N/A,5.0,#N/A,240.0,23c941bd-c319-4136-bd3f-a8b30f435c8b,#N/A,FlatFee,240.0,#N/A,STPPL-BP-XX-CPQ
9bd42611-4ad2-4c7e-89a4-74f0d4aa5cb5,Stakeholder User Fee Tier 3,USD,#N/A,51.0,#N/A,700.0,133fe117-c33e-4023-a8a7-7abb872479ad,251.0,FlatFee,#N/A,#N/A,BSPSU-BP-MM-CPQ-FY21
9ce705dc-8734-402a-9441-01c596d49507,Professional Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,90000.0,3f67ed44-a6d0-4f93-b964-4d6ee31b78c5,#N/A,FlatFee,#N/A,#N/A,STPR-BP-XX-CPQ
9eceaf7e-3366-41f1-bf95-877eb5c88b3f,Stakeholder User Fee Tier 6,USD,#N/A,1001.0,#N/A,7500.0,e69f6830-a5c2-4938-a8b0-45417431342d,5001.0,FlatFee,#N/A,#N/A,BSPSU-BP-MM-CPQ
9f0536cb-0741-431d-bf8c-0fdc7292342f,Work.com Stakeholder User Fee Tier 4,USD,#N/A,251.0,#N/A,1250.0,8a31742c-ddc6-45cf-b433-1096f041d22d,501.0,FlatFee,#N/A,#N/A,WKSU-BP-MM-CPQ
9f6cb427-8a66-497e-8316-5d822ee99e2f,Tier 4 Business Tiered Legacy Stakeholder,USD,#N/A,3.0,#N/A,240.0,1f032fda-b3e1-4f00-a687-fedbb2ad9180,4.0,FlatFee,#N/A,#N/A,S2BL-BP-XX-CPQ
9f7c04e0-58fd-43be-a02e-30903e5d0d4f,Professional Services Optimize With Advanced Integrations (Medium) Tier 2,USD,#N/A,251.0,#N/A,54000.0,b932b875-715d-4f98-8e13-46b20d8d564c,501.0,FlatFee,#N/A,#N/A,PSVOI-SE-SS-CPQ
9fbbe36b-9664-4f4d-a0fd-d971e457de74,Professional Stakeholder User Fee Tier 5,USD,#N/A,501.0,#N/A,2000.0,771b5f45-18b8-4a71-9368-2baf60244aa4,1001.0,FlatFee,#N/A,#N/A,PRSU-BP-MM-CPQ
9ff9b448-1608-4340-acf1-9b2e524174e5,Standard Stakeholder Tier 2,USD,#N/A,1.0,#N/A,150.0,3936d099-2d5f-4eb6-978d-83bb4647f93a,51.0,FlatFee,#N/A,#N/A,STPS-BP-MM-CPQ
a101b866-09ec-43e8-8417-17fe6d1d38d9,Standard Stakeholder Tier 2,USD,#N/A,1.0,#N/A,150.0,fb3627ba-d135-48ed-a1dd-f7f7a28b099a,51.0,FlatFee,#N/A,#N/A,SPSU-BP-MM-CPQ
a2c31965-df93-442c-9628-fd69dce8422b,Stakeholder PD.Org Tier 6,USD,#N/A,1001.0,#N/A,90000.0,7811e015-30ef-4817-8c52-89807b3adb3b,#N/A,FlatFee,#N/A,#N/A,S3T-BP-XX-CPQ
a4c548a8-8e4a-4b5e-856c-cd18a4f0d50f,Professional Stakeholder Tier 4,USD,#N/A,251.0,#N/A,15000.0,5cbffc6b-822e-41d0-a7b7-0b9c89caec16,501.0,FlatFee,#N/A,#N/A,STPPX-BP-XX-CPQ
a4f7206e-d110-4121-ace5-3e38f57eb9e9,Professional Services Optimize With Advanced Integrations (Small) Tier 1,USD,#N/A,1.0,#N/A,36000.0,b932b875-715d-4f98-8e13-46b20d8d564c,251.0,FlatFee,#N/A,#N/A,PSVOI-SE-SS-CPQ
a50f7f00-26cb-4668-92b2-75b083a503b0,Professional Stakeholder Tier 2,USD,#N/A,1.0,#N/A,1800.0,f15edf92-92ab-4d31-9d58-8b2e27bdeb6e,51.0,FlatFee,#N/A,#N/A,STPRC-BP-XX-CPQ
a7376618-2313-487c-b148-cf6da7bdff6e,Tier 1 Professional M2M Tiered,USD,#N/A,1.0,#N/A,23.0,1c2ec536-1b1e-4341-8152-c9b49e6859b5,6.0,FlatFee,#N/A,#N/A,PRFU-BP-MM-CPQ
a8099054-4ed5-482f-a2ae-cf85c894d3f8,Stakeholder User Tier 2,USD,#N/A,1.0,#N/A,900.0,7f1be504-05f3-4518-b7f8-c74b1c685c75,51.0,FlatFee,#N/A,#N/A,S2BC-BP-XX-CPQ-FY21
a82cb8f1-42f2-44e8-900f-80880c7b1cf6,Standard Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,fb3627ba-d135-48ed-a1dd-f7f7a28b099a,1.0,FlatFee,#N/A,#N/A,SPSU-BP-MM-CPQ
a83385ed-a38b-4c43-9745-556d3b45c17f,Business Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,ef4348d4-be09-4af5-96db-f3770e9e1691,1001.0,FlatFee,#N/A,#N/A,S2BC-BP-XX-CPQ
a9812034-5eb0-4628-8367-2df44df53ff9,Work.com Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,0f285a71-3d9b-4c2e-bfe1-475ee7d27e9a,1.0,FlatFee,#N/A,#N/A,SHWK-BP-XX-CPQ
a98b9a56-0fb1-4ea0-8de5-8d41188b51f6,Stakeholder User Fee Tier 3,USD,#N/A,51.0,#N/A,700.0,8be8f77e-6d8d-4229-990c-44aa9f37f640,251.0,FlatFee,#N/A,#N/A,BSTPS-BP-MM-CPQ-FY21
aa4241ae-4db8-4466-b287-6bbb74e7a150,Standard Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,65b66f27-653e-4e64-846e-5988a2720e82,1.0,FlatFee,#N/A,#N/A,S2S-BP-XX-CPQ
aadf2760-dde4-4f1f-94b7-c2ccdb62466e,Tier 3 Business Tiered Legacy Stakeholder,USD,#N/A,2.0,#N/A,240.0,e94c8f03-eb7b-4a73-a0f4-f329a1608dbb,3.0,FlatFee,#N/A,#N/A,S2BL-BP-XX-CPQ-FY21
ab8c08d6-807d-473f-ac3b-024da4d04db1,Business Stakeholder Tier 5,USD,#N/A,501.0,#N/A,2000.0,29827e59-b171-46de-96cb-a3baaf7a60dc,1001.0,FlatFee,#N/A,#N/A,TTPS-BP-MM-CPQ
abd167d4-dfb5-4ce7-8018-b389d143b8b5,Business Stakeholder Tier 4,USD,#N/A,251.0,#N/A,1250.0,b202ea13-946e-4388-95a2-dc9a810e1687,501.0,FlatFee,#N/A,#N/A,BSTPS-BP-MM-CPQ
ac43b2d9-82ff-4f54-a91f-72fcb3b68a5e,Business Stakeholder Tier 2,USD,#N/A,1.0,#N/A,1800.0,34942e64-b97d-4256-a75c-937954c0e0ef,51.0,FlatFee,#N/A,#N/A,SHB-BP-XX-CPQ-FY21
ac941366-bb03-4904-8934-1ca16b779e83,Business Stakeholder Tier 5,USD,#N/A,501.0,#N/A,2000.0,b202ea13-946e-4388-95a2-dc9a810e1687,1001.0,FlatFee,#N/A,#N/A,BSTPS-BP-MM-CPQ
ad5f544b-68a1-4d66-939e-641cbdef9ec2,Team Stakeholder Tier 2,USD,#N/A,1.0,#N/A,900.0,ff2edd6b-8e7a-4a33-9b53-a4ec30838363,51.0,FlatFee,#N/A,#N/A,S2TC-BP-XX-CPQ
af639ad5-96e2-417d-a0b9-bbf8b7149806,Tier 3,USD,#N/A,4.0,#N/A,180.0,a165039d-1244-4ac7-a04c-96b2a1b6d3b8,6.0,#N/A,#N/A,#N/A,MIRT-AO-LU-CPQ
af63d8d9-f668-4cca-b562-2fb654af652b,Business Stakeholder Tier 2,USD,#N/A,1.0,#N/A,1800.0,ec4f1c60-b390-4ff2-a52c-8c40ef19dd29,51.0,FlatFee,#N/A,#N/A,SHB-BP-XX-CPQ
afdb1ae5-cc5e-4a7c-914a-f80a19b4880a,Business Stakeholder Tier 2,USD,#N/A,1.0,#N/A,1800.0,8c8bb0e7-3ff8-4874-a8bc-a8ba1a4965fd,51.0,FlatFee,#N/A,#N/A,S2B-BP-XX-CPQ-FY21
b022829b-1a61-42f8-bbe1-72e654003c1f,Professional Plus Stakeholder User Fee Tier 5,USD,#N/A,501.0,#N/A,2000.0,367002fc-3a65-4a35-99db-42e0347be3b0,1001.0,FlatFee,#N/A,#N/A,PPSU-BP-MM-CPQ
b05c4471-5c0e-49a1-b2a9-bc290e6acc2e,Standard Stakeholder Tier 4,USD,#N/A,251.0,#N/A,1250.0,3936d099-2d5f-4eb6-978d-83bb4647f93a,501.0,FlatFee,#N/A,#N/A,STPS-BP-MM-CPQ
b0e452f8-3eb9-49c1-9e9c-3e1fa14c7296,Professional Services Optimize (Medium) Tier 3,USD,#N/A,251.0,#N/A,42000.0,323dae2b-b5d9-4bb2-8bb6-00cacdafccac,501.0,FlatFee,#N/A,#N/A,PSVO-SE-SS-CPQ
b157ec71-aad8-402f-b35e-9d189a06a902,Tier 1,USD,#N/A,1.0,#N/A,10.0,c2ac1fc3-99cb-4d2f-becf-d776257e2ac4,7.0,FlatFee,#N/A,#N/A,STFU-BP-MM-CPQ
b1583dc9-95d2-4ebb-aeae-49534ac17392,Professional Stakeholder Tier 3,USD,#N/A,51.0,#N/A,8400.0,a835eda1-54f2-4e50-98d1-18bb1e53ea42,251.0,FlatFee,#N/A,#N/A,STPX-BP-XX-CPQ
b1a8777b-972e-45fa-9615-8cc66b19ab26,Stakeholder PD.Org Tier 3,USD,#N/A,51.0,#N/A,8400.0,f3f2385c-da26-478c-83df-75f4947d881d,251.0,FlatFee,#N/A,#N/A,S3PP-BP-XX-CPQ
b2b99974-5c08-4466-a77d-77186d8d5d24,Stakeholder User Fee Tier 1,USD,#N/A,0.0,#N/A,0.0,5366ad91-6892-4c85-a1a6-f9bb7833a3e6,1.0,FlatFee,#N/A,#N/A,TPSU-BP-MM-CPQ
b4c42537-b9d9-47b8-a62a-efd03ee1facc,Stakeholder User Fee Tier 6,USD,#N/A,1001.0,#N/A,7500.0,8be8f77e-6d8d-4229-990c-44aa9f37f640,5001.0,FlatFee,#N/A,#N/A,BSTPS-BP-MM-CPQ-FY21
b66ce3f4-7db1-481b-a546-bcaeb91c5984,Professional Stakeholder User Fee Tier 6,USD,#N/A,1001.0,#N/A,7500.0,5cce8dad-000a-4f23-bcf6-6ce1dc2d6916,5001.0,FlatFee,#N/A,#N/A,PPSX-BP-MM-CPQ
b7d566be-f984-48fa-ac03-63c7e57f7e37,Tier 4 PD.Org Tiered Legacy Stakeholder,USD,#N/A,3.0,#N/A,240.0,c4e9b6c7-e4b7-41ac-95d7-d2ad231d8090,4.0,FlatFee,#N/A,#N/A,S3TL-BP-XX-CPQ
b8a5244f-8b53-4ed3-a812-1b2cd6801b0c,Stakeholder User Fee Tier 5,USD,#N/A,501.0,#N/A,2000.0,133fe117-c33e-4023-a8a7-7abb872479ad,1001.0,FlatFee,#N/A,#N/A,BSPSU-BP-MM-CPQ-FY21
b9d0ef84-ef3a-4e88-a1ff-8697b4490e85,Work.com Tiered Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,f3a4220f-ba29-41f3-a789-38048d8ee9e6,1001.0,FlatFee,#N/A,#N/A,SHWKT-BP-XX-CPQ
ba7ad023-6223-4369-9445-0350bf2779e2,Team Stakeholder Tier 4,USD,#N/A,251.0,#N/A,15000.0,ff2edd6b-8e7a-4a33-9b53-a4ec30838363,501.0,FlatFee,#N/A,#N/A,S2TC-BP-XX-CPQ
ba8c0695-13af-45b6-886e-3dfb3fcd85e0,Standard Stakeholder Tier 5,USD,#N/A,501.0,#N/A,2000.0,fb3627ba-d135-48ed-a1dd-f7f7a28b099a,1001.0,FlatFee,#N/A,#N/A,SPSU-BP-MM-CPQ
bd0f9514-b4ff-4bae-96c8-91f844147a9d,Tier 4 Business Tiered Legacy Stakeholder,USD,#N/A,3.0,#N/A,240.0,e94c8f03-eb7b-4a73-a0f4-f329a1608dbb,4.0,FlatFee,#N/A,#N/A,S2BL-BP-XX-CPQ-FY21
bd8501b7-af98-4de8-95e4-efa492e75059,Stakeholder PD.Org Tier 4,USD,#N/A,251.0,#N/A,15000.0,f3f2385c-da26-478c-83df-75f4947d881d,501.0,FlatFee,#N/A,#N/A,S3PP-BP-XX-CPQ
bd97f9af-9dc9-46fc-b307-fb78fb42c2e6,Standard Stakeholder Tier 5,USD,#N/A,501.0,#N/A,24000.0,65b66f27-653e-4e64-846e-5988a2720e82,1001.0,FlatFee,#N/A,#N/A,S2S-BP-XX-CPQ
bd99cc2f-81de-4c21-aed4-8abec03bd074,Tier 3 Professional Tiered Legacy Stakeholder,USD,#N/A,2.0,#N/A,240.0,23c941bd-c319-4136-bd3f-a8b30f435c8b,3.0,FlatFee,#N/A,#N/A,STPPL-BP-XX-CPQ
be65ffb9-fba4-4137-b295-f8e5d36fc361,Professional Plus Stakeholder Tier 4,USD,#N/A,251.0,#N/A,15000.0,1ecd40d1-aa88-44d8-a8ff-a5c15ac97b7f,501.0,FlatFee,#N/A,#N/A,SHPP-BP-XX-CPQ
bfbe946f-4943-4863-b1ff-65222f27de27,Work.com Stakeholder Tier 4,USD,#N/A,251.0,#N/A,15000.0,0f285a71-3d9b-4c2e-bfe1-475ee7d27e9a,501.0,FlatFee,#N/A,#N/A,SHWK-BP-XX-CPQ
c15e524e-002b-4e0a-b639-c18e23cf1af5,Professional Stakeholder Tier 1,USD,#N/A,0.0,#N/A,0.0,a835eda1-54f2-4e50-98d1-18bb1e53ea42,1.0,FlatFee,#N/A,#N/A,STPX-BP-XX-CPQ
c20f992d-f186-4ed7-b5ea-e03384e2ffb5,Professional Services Migration (Medium) Tier 3,USD,#N/A,501.0,#N/A,60000.0,35287239-5c87-443a-bf25-3786d6903253,1501.0,FlatFee,#N/A,#N/A,PSVM-SE-SS-CPQ
c2fca2d9-8032-4df7-b083-56235f4c91b9,Professional Stakeholder Tier 5,USD,#N/A,501.0,#N/A,2000.0,08aa77ce-86d4-456a-91e2-d31b45b1cb18,1001.0,FlatFee,#N/A,#N/A,PRTSU-BP-MM-CPQ
c3195bc3-6f59-4478-96c9-ad365e6c6ff2,Stakeholder PD.Org Tier 2,USD,#N/A,1.0,#N/A,1800.0,7811e015-30ef-4817-8c52-89807b3adb3b,51.0,FlatFee,#N/A,#N/A,S3T-BP-XX-CPQ
c383cdcb-1581-4d9a-9793-f06229f03cbd,Professional Stakeholder User Fee Tier 3,USD,#N/A,51.0,#N/A,700.0,5cce8dad-000a-4f23-bcf6-6ce1dc2d6916,251.0,FlatFee,#N/A,#N/A,PPSX-BP-MM-CPQ
c3c7d8f2-af6d-40ef-8992-6a8318d50e43,Professional Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,90000.0,86ec9e71-9297-40d4-aadb-f4ebd4230c99,#N/A,FlatFee,#N/A,#N/A,SHPX-BP-XX-CPQ
c46a0a07-8ccb-4776-b2f2-451b2c277bfd,Professional Stakeholder Tier 6,USD,#N/A,1001.0,#N/A,7500.0,62738144-95ea-4f3d-bf96-784a1b0a7462,5001.0,FlatFee,#N/A,#N/A,PXTSU-BP-MM-CPQ
