Guid,CurrencyIsoCode,SBQQ__Rule__c,SBQQ__FilterType__c,SBQQ__FilterValue__c,SBQQ__FilterVariable__c,SBQQ__Index__c,SBQQ__Operator__c,SBQQ__ParentRuleIsActive__c,SBQQ__RuleTargetsQuote__c,SBQQ__TestedField__c,SBQQ__TestedObject__c,SBQQ__TestedVariable__c,ErrorConditionExternalID__c
bc41bbfa-1679-4e6a-ad4d-8ee477925cfa,USD,b308521c-220c-4702-bb9a-7dc9d61dd2c2,Value,0,#N/A,10.0,greater than,true,false,#N/A,#N/A,3ada905e-8cb5-43c5-aad8-b415e03a2878,#N/A
bcad47cb-25f4-4b67-bd28-b209827254ba,USD,fff77191-4cc9-44cc-b209-5be296d946c4,Value,CSD-BP-XX-CPQ,#N/A,#N/A,not equals,true,false,SBQQ__ProductCode__c,Product Option,#N/A,#N/A
bcfcb812-c0f0-4fc6-9f76-62fcf7884d19,USD,249e429b-1639-4a83-9625-b71323eff3c7,Value,Base,#N/A,#N/A,contains,true,false,SBQQ__Feature__c,Product Option,#N/A,#N/A
bcfcbb9b-580b-41bc-b25d-aa51c30ba9b8,USD,659cf0fa-3138-4d74-9a93-1b600a326f4a,Value,PagerDuty Status Page,#N/A,10.0,starts with,true,true,SBQQ__ProductName__c,Quote Line,#N/A,#N/A
bdd0a516-b14c-423c-8912-30cc69ff20d8,USD,2a0820a2-9a0b-41ce-9937-02a3f02af456,Value,0,#N/A,20.0,less or equals,true,false,#N/A,#N/A,b55e482e-ef1c-4090-823e-eefcee3ed1a5,#N/A
be3a6d93-cccf-4bac-a428-9c72ddd207f3,USD,b308521c-220c-4702-bb9a-7dc9d61dd2c2,Value,#N/A,#N/A,40.0,not equals,true,false,#N/A,#N/A,48a7ad79-8ab5-4c9c-a954-924412e61f81,#N/A
bf0cc0b7-65de-46bb-877c-b1e328936c06,USD,2b998339-fde1-4073-aecc-5c59d89419ba,Value,#N/A,#N/A,20.0,equals,true,true,SBQQ__MasterContract__c,Quote,#N/A,#N/A
bf2e2d9c-ef3d-4e59-9650-1e711cc667fc,USD,803c48f7-0498-431c-8f66-edea41cd3426,Value,1,#N/A,#N/A,less than,true,true,#N/A,Quote,290859de-c705-468e-81e1-ed0ac91e36e6,#N/A
c00c2407-d171-4a6a-bba2-e4921ee66c00,USD,8cc33154-431e-4fcd-8019-77fb238bf090,Value,0,#N/A,2.0,greater than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
c111a057-501f-4907-86a3-644e5c641676,USD,0b6b79d9-08c8-48b1-83ad-c4b0acffc7eb,Value,#N/A,#N/A,3.0,equals,true,false,#N/A,#N/A,b55e482e-ef1c-4090-823e-eefcee3ed1a5,#N/A
c514ddc7-9f5f-41f5-aa7f-8a3c79a581ab,USD,fb7d2eec-ac7a-41b3-a839-e101bd740d75,Value,FALSE,#N/A,30.0,equals,true,true,DealDeskOverride__c,Quote,#N/A,#N/A
c6271a0b-00b7-4cb5-8368-ba3754ba3a24,USD,fb7d2eec-ac7a-41b3-a839-e101bd740d75,Value,1,#N/A,20.0,greater than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
c6864742-8e62-4c84-9666-afdf57ce956b,USD,9f15544c-170d-4afb-a618-2067b9a7f40a,Value,50,#N/A,30.0,less than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
c7183c17-4b96-489f-9ffc-24a43f62decd,USD,09cf455e-f09c-4659-a22c-465fe4be9f40,Value,5,#N/A,1.0,less than,false,true,#N/A,Quote Line,6c2aea9b-8719-4da5-a776-5b41908a0780,#N/A
c7192a25-3852-408a-aff7-09f82ca9ea49,USD,7a0f6759-bfc4-4e4a-b5cd-36c786f02b25,Value,0,#N/A,20.0,greater than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
c7d5a3bb-5d29-407d-9062-0fdcfd9830de,USD,2d3fa280-4519-4c65-8554-c57ef0e07a49,Value,TRUE,#N/A,#N/A,equals,true,true,Is_Non_AWS_Opportunity_Partner__c,Quote,#N/A,#N/A
c8a51440-47b9-4151-b6b0-ef728e8757d9,USD,8bc8caf1-382e-47c7-9bd8-d3d718ee5346,Value,1,#N/A,10.0,greater than,true,true,#N/A,#N/A,3b5d9e89-8785-4e71-8407-e7e4b8618751,#N/A
c90e8739-7aab-41c2-99d0-b49fb563fa35,USD,d4e2d3d9-aac7-4224-babd-725e4f88908b,Value,TRUE,#N/A,1.0,equals,false,true,PremiumSuccessPriceValidation__c,Quote Line,#N/A,#N/A
c9b47eab-e3ec-4489-ac79-ff161d5217da,USD,bbb3fb90-ddd5-47c4-9d1c-522c78e36740,Value,CSV-BP-XX-CPQ,#N/A,#N/A,equals,true,false,SBQQ__ProductCode__c,Product Option,#N/A,#N/A
c9da42e1-acc4-4e23-9e3f-7996d99af374,USD,9f15544c-170d-4afb-a618-2067b9a7f40a,Value,FALSE,#N/A,60.0,equals,true,true,DealDeskOverride__c,Quote,#N/A,#N/A
caee9551-8cfa-4bff-a936-488654f68957,USD,a94c4ddc-eb43-4ab8-a77b-61a52b1d329e,Value,Fasle,#N/A,4.0,equals,true,false,DealDeskOverride__c,Quote,#N/A,#N/A
cb038540-6629-4ee6-afab-e92b70af020d,USD,0cea268f-feaa-45aa-8463-b559cb6bb2a0,Value,#N/A,#N/A,10.0,equals,true,false,fml_IsEnterpriseProduct__c,Product Option,#N/A,#N/A
cb677226-0ef1-4fde-94cb-fee672fce24d,USD,bed220de-f978-4f09-8928-903b51f555da,Value,1,#N/A,20.0,greater than,true,true,CountOfPagerDutyAdvance__c,Quote,#N/A,#N/A
cb687122-c877-4403-861a-65e12ea57977,USD,e0e3ac6b-e299-43d5-99b6-df508e97ac34,Value,10,#N/A,3.0,less than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
cba41b88-79f0-48f2-b9cf-3faa85bdc15e,USD,fb7d2eec-ac7a-41b3-a839-e101bd740d75,Value,Professional Services - On Demand,#N/A,10.0,contains,true,true,SBQQ__ProductName__c,Quote Line,#N/A,#N/A
cdaa20cb-7cf5-462e-825c-788874cce187,USD,a5127492-2114-4a3c-a72d-563415e0b952,Value,0,#N/A,10.0,greater than,true,true,#N/A,Quote,830c5943-b702-4376-94ab-808e487a6f8b,#N/A
cea56460-67bd-4559-9d87-abbe08a00a9e,USD,b3bd2cf0-2f7b-4006-85e0-7acfcb8bc0df,Value,#N/A,#N/A,30.0,not equals,false,true,#N/A,#N/A,dc1991af-b650-4722-a72a-ed67b2c70062,#N/A
cf314755-d809-4499-9b0c-100de3a62bc3,USD,560ef197-710b-425b-88b5-a3cc247a50b6,Variable,#N/A,f7cfdf44-18b4-41a1-9dc0-b07d9e607f9e,#N/A,less than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
cfba37a2-8fcd-4cb6-a59f-ea856e3c18b3,USD,53a99a3f-0664-4e99-930f-1b7eeed283fe,Value,REPSI-BP-XX-CPQ,#N/A,20.0,not equals,false,false,SBQQ__ProductCode__c,Product Option,#N/A,#N/A
d12205ae-27c0-4a54-ad99-077baa48ccc5,USD,af97d0ab-c267-47d5-89a5-a884a3c05b32,Value,0,#N/A,10.0,greater than,true,false,#N/A,#N/A,9e2f856b-5ce7-43e0-8999-124d30ea6864,#N/A
d1629ed6-30c8-4fb7-9ecf-4328875b68e5,USD,c2a2f220-bf10-43bf-b364-2a0974326f7e,Value,Single,#N/A,10.0,contains,true,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
d445d730-b9f0-4646-9b73-382d9ffd49d9,USD,9f15544c-170d-4afb-a618-2067b9a7f40a,Value,FALSE,#N/A,80.0,equals,true,true,SalesOpsOverride__c,Quote,#N/A,#N/A
d66527cf-6dd1-4baf-851f-70e68a051ed5,USD,b3bd2cf0-2f7b-4006-85e0-7acfcb8bc0df,Value,FALSE,#N/A,70.0,equals,false,true,SalesOpsOverride__c,Quote Line,#N/A,#N/A
d9b051b1-6695-4b0c-94cb-1a3b41d9cf32,USD,fc1d0419-19a6-410e-91bd-cb21c9c87f98,Value,#N/A,#N/A,3.0,equals,true,false,SBQQ__MasterContract__c,Quote,#N/A,#N/A
daa222b0-6acd-4a67-953e-21b4eb8a4721,USD,560ef197-710b-425b-88b5-a3cc247a50b6,Value,PagerDuty Analytics,#N/A,#N/A,equals,true,true,SBQQ__ProductName__c,Quote Line,#N/A,#N/A
daa7773b-11fe-4f67-a14c-9b8628eeb8db,USD,30c454a1-de02-41bd-af93-73cab3492681,Value,REP2C-BP-XX-CPQ,#N/A,10.0,equals,false,false,SBQQ__ProductCode__c,Product Option,#N/A,#N/A
dad7c97c-e31a-4992-b69c-7749b0c975f2,USD,60ac932a-c3ff-40ac-b54e-e2dcf0453c47,Value,RE1C-BP-XX-CPQ,#N/A,20.0,not equals,false,false,SBQQ__ProductCode__c,Product Option,#N/A,#N/A
de396212-6ff7-464f-8a74-e39f53b5b2cf,USD,20eac0bc-a16d-4a83-ba0d-ef839196af8c,Value,RBTAM-SE-SS-CPQ,#N/A,30.0,equals,false,true,SBQQ__ProductCode__c,Quote Line,#N/A,#N/A
debbced9-10b1-45a5-a511-ff89611023bb,USD,20eac0bc-a16d-4a83-ba0d-ef839196af8c,Value,1,#N/A,10.0,less than,false,true,#N/A,#N/A,ca785083-bc8b-4139-8dd9-0e4f667f0acc,#N/A
def35e02-82d8-4a36-9283-17678b5fc74f,USD,ce45cc44-a08c-48a7-bb19-7f052947e7f9,Value,#N/A,#N/A,1.0,equals,true,false,Is_Professional_Base__c,Product Option,#N/A,#N/A
dfc403a8-ab94-4381-a4f6-6bc13c3f4012,USD,93998659-524b-4795-9d04-4ae019730771,Value,0,#N/A,10.0,equals,true,false,#N/A,Quote,23671ece-b6ec-4efb-a83e-3dce904d150a,#N/A
e1464e1f-9dd7-4349-9de7-f411873533d1,USD,9e69e0c6-6502-4600-85e6-a4606d65bbc2,Value,0,#N/A,1.0,greater than,true,false,#N/A,#N/A,9e2f856b-5ce7-43e0-8999-124d30ea6864,#N/A
e2026ba8-a6a8-4df1-9a61-97206cce2d12,USD,9e66d065-2a33-4259-bbb0-4cd2f9245194,Value,#N/A,#N/A,10.0,equals,true,true,#N/A,#N/A,b1f00940-4ee5-4323-b4aa-23e99ca6129d,#N/A
e213f83e-5e51-4861-83ca-286060b1bd71,USD,8f2737f6-0956-4476-b78b-bb169eb909e5,Value,#N/A,#N/A,2.0,equals,true,true,ShipToContact__c,Quote,#N/A,a2r0t0000007q8vAAA20191018184232Z20191018184230Z
e3811109-7747-4bc1-a504-13d516eab8fc,USD,e0e3ac6b-e299-43d5-99b6-df508e97ac34,Value,#N/A,#N/A,4.0,equals,true,true,SBQQ__MasterContract__c,Quote,#N/A,#N/A
e5769de0-4a2c-4967-a9bd-2286b82ef481,USD,82cc1fe0-983d-462f-9176-be32ca42a569,Value,0,#N/A,10.0,greater than,true,false,#N/A,#N/A,244537ec-ebc7-4a90-84e7-fad15ba9abdd,#N/A
e597bd0a-a053-443f-9656-f6a18545ffd4,USD,e0e3ac6b-e299-43d5-99b6-df508e97ac34,Value,0,#N/A,2.0,greater than,true,true,SBQQ__Quantity__c,Quote Line,#N/A,#N/A
e6aedb6b-65a5-429b-8676-43cf00d13293,USD,24723c84-42d9-4228-bb37-22972c183b19,Value,Digital Operations,#N/A,1.0,contains,true,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
e8cd8144-8486-4914-8eca-e11bac3f3e4c,USD,5e2d1747-8f6e-4cde-a26b-1ce9e38064b0,Value,Professional,#N/A,#N/A,contains,false,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
e9436644-4563-47d0-b09e-477fc32f8275,USD,d2e6a92b-0a3b-4e79-af06-616acfc61149,Value,Base Product,#N/A,20.0,equals,true,false,SBQQ__ProductFamily__c,Product Option,#N/A,#N/A
e95d4ebf-fe9d-4b39-9808-9d60f965be2e,USD,20eac0bc-a16d-4a83-ba0d-ef839196af8c,Value,#N/A,#N/A,20.0,equals,false,true,#N/A,#N/A,ca785083-bc8b-4139-8dd9-0e4f667f0acc,#N/A
e991e3e8-becb-49a5-896c-5d5cddd3891a,USD,1df3c7b0-4a1e-4a40-a0ac-721ca0bc989f,Value,Professional,#N/A,#N/A,contains,false,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
e9952eaf-3823-4e51-a8fd-8b482e3487da,USD,249e429b-1639-4a83-9625-b71323eff3c7,Value,Professional,#N/A,#N/A,contains,true,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
ea0bd416-d7bf-4b2d-978c-9951714218fc,USD,34e92ca5-e95f-4a09-9469-e84a9f06c1af,Value,Customer Service Digital Operations,#N/A,5.0,contains,false,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
ebd04a41-06a7-44b8-8403-147b2bd258dd,USD,ce45cc44-a08c-48a7-bb19-7f052947e7f9,Value,1,#N/A,3.0,less than,true,false,#N/A,#N/A,76c06d22-985d-4fb1-9163-ceb36c9fc4f1,#N/A
ed369538-9a61-4611-838b-df8e5c7e6c24,USD,2da52a79-f301-4f3c-acb7-77967369887b,Value,0,#N/A,10.0,equals,true,false,#N/A,#N/A,3ada905e-8cb5-43c5-aad8-b415e03a2878,#N/A
ee6a1844-0da6-4f5a-b06a-6bc833e9b631,USD,0cea268f-feaa-45aa-8463-b559cb6bb2a0,Value,#N/A,#N/A,20.0,equals,true,false,#N/A,#N/A,b609472d-3d47-4ed2-ad60-defabb4b53c9,#N/A
eedb043a-bb07-4d39-89ca-892f5adc142f,USD,34e92ca5-e95f-4a09-9469-e84a9f06c1af,Value,Customer Service Professional,#N/A,6.0,contains,false,false,SBQQ__ProductName__c,Product Option,#N/A,#N/A
f0827850-d181-4ceb-9ed7-0ff91a28269d,USD,e0e3ac6b-e299-43d5-99b6-df508e97ac34,Value,FALSE,#N/A,5.0,equals,true,true,DealDeskOverride__c,Quote,#N/A,#N/A
f10a30d1-8d62-4d93-9d41-2b549b90c7f2,USD,a75a5686-04b1-4054-89c1-1098ba5812a8,Value,PSVQ-BP-XX-CPQ,#N/A,2.0,equals,true,true,SBQQ__ProductCode__c,Quote Line,#N/A,#N/A
f177b410-0602-4089-b10b-6aad8ef98033,USD,d96f7d9f-1938-4423-b1c9-587aebaf1983,Value,0,#N/A,20.0,greater than,true,true,#N/A,#N/A,36313caf-82d8-48a9-8cdd-1ca578fa2659,#N/A
f2510d13-cc9b-4ccb-8312-6b4f4f2fab1d,USD,9d4f9e49-d29b-44c2-b66c-9f290991146b,Value,FALSE,#N/A,30.0,equals,true,true,DealDeskOverride__c,Quote,#N/A,#N/A
f33d3a06-9568-463e-8024-375613a99903,USD,48dfe4ce-6366-4a3c-bc8a-e7f392c1769a,Value,#N/A,#N/A,50.0,equals,false,false,#N/A,#N/A,2dae8071-dafc-4661-9ef1-fc81d2cc5a3a,#N/A
f3627ea9-9495-4266-a7d6-6b9b9e3db8a7,USD,93998659-524b-4795-9d04-4ae019730771,Value,0,#N/A,20.0,greater than,true,false,#N/A,Quote,f01439d9-462e-4316-8f95-7850261d3cf5,#N/A
f545e3e2-9498-492c-8728-041a0eca3154,USD,fff77191-4cc9-44cc-b209-5be296d946c4,Value,CSBT-BP-XX-CPQ,#N/A,#N/A,not equals,true,false,SBQQ__ProductCode__c,Product Option,#N/A,#N/A
